id,ANCHEYEAR,STATE,FUNDAM,MEMNUM,FARNUM,ANNNEWMEMNUM,ANNREDMEMNUM,EMPNUM,EMPNUMSIGN,BUSSTNAME,COLGRANUM,RETSOLNUM,DISPERNUM,UNENUM,COLEMPLNUM,RETEMPLNUM,DISEMPLNUM,UNEEMPLNUM,WEBSITSIGN,FORINVESTSIGN,STOCKTRANSIGN,PUBSTATE
47e3664e12f3ce74c19b12d205e115a6bcf23cd6fe66c860,2018.0,2.0,,,,,,0.0,1.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0
f000950527a6feb669a82b4587f16bd5702948da20c46d8f,2015.0,2.0,,,,,,3.0,2.0,开业,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb669a82b4587f16bd5702948da20c46d8f,2016.0,2.0,,,,,,3.0,2.0,开业,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb669a82b4587f16bd5702948da20c46d8f,2017.0,2.0,,,,,,3.0,2.0,开业,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
f000950527a6feb669a82b4587f16bd5702948da20c46d8f,2018.0,2.0,,,,,,3.0,2.0,开业,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
d8071a739aa75a3b6789933fd7e7fc11c3b86807e2970101,2015.0,2.0,,,,,,4.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
d8071a739aa75a3b6789933fd7e7fc11c3b86807e2970101,2016.0,2.0,,,,,,4.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
d8071a739aa75a3b6789933fd7e7fc11c3b86807e2970101,2017.0,2.0,,,,,,4.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb649d5b1136cfd40f5873253f732c0968c,2015.0,2.0,,,,,,23.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0
f000950527a6feb649d5b1136cfd40f5873253f732c0968c,2017.0,2.0,,,,,,23.0,2.0,开业,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb649d5b1136cfd40f5873253f732c0968c,2018.0,2.0,,,,,,23.0,2.0,开业,1.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb649d5b1136cfd40f5873253f732c0968c,2016.0,2.0,,,,,,23.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
59b38c56de3836832cc02fdcb4cf3fc7d6f757f95632c0ad,2018.0,2.0,,,,,,2.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0
59b38c56de3836832cc02fdcb4cf3fc7d6f757f95632c0ad,2017.0,2.0,,,,,,2.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,2.0
f000950527a6feb6d88b1ba7fe637b4e0ac67a119e3cef4b,2018.0,2.0,,,,,,1.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb6e7aa91b6ccee10481a9be6f3e4840a05,2015.0,2.0,,,,,,6.0,2.0,开业,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0
f000950527a6feb6e7aa91b6ccee10481a9be6f3e4840a05,2016.0,2.0,,,,,,4.0,2.0,开业,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb6e7aa91b6ccee10481a9be6f3e4840a05,2017.0,2.0,,,,,,2.0,2.0,开业,,,,,,,,,2.0,2.0,1.0,3.0
f000950527a6feb6e7aa91b6ccee10481a9be6f3e4840a05,2018.0,2.0,,,,,,5.0,2.0,开业,,,,,,,,,2.0,1.0,2.0,3.0
47645761dc56bb8cc866bb34d95d09a0dd03077375ca52ae,2015.0,2.0,,,,,,3.0,2.0,歇业,,,,,,,,,2.0,2.0,2.0,3.0
47645761dc56bb8cc866bb34d95d09a0dd03077375ca52ae,2016.0,2.0,,,,,,5.0,2.0,歇业,,,,,,,,,2.0,2.0,2.0,3.0
47645761dc56bb8cc866bb34d95d09a0dd03077375ca52ae,2017.0,2.0,,,,,,5.0,1.0,歇业,,,,,,,,,2.0,2.0,2.0,2.0
47645761dc56bb8cc866bb34d95d09a0dd03077375ca52ae,2018.0,2.0,,,,,,2.0,2.0,歇业,,,,,,,,,2.0,2.0,2.0,2.0
e9f7b28ec10e0470ecf4893145b0bb407eb6d9017e463030,2015.0,2.0,,,,,,4.0,2.0,开业,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
e9f7b28ec10e0470ecf4893145b0bb407eb6d9017e463030,2016.0,2.0,,,,,,5.0,1.0,开业,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0
e9f7b28ec10e0470ecf4893145b0bb407eb6d9017e463030,2018.0,2.0,,,,,,2.0,2.0,开业,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
e9f7b28ec10e0470ecf4893145b0bb407eb6d9017e463030,2017.0,2.0,,,,,,3.0,1.0,开业,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0
f000950527a6feb606cb0280d73e410d7f5d8ca0963cc6c0,2016.0,2.0,,,,,,5.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb606cb0280d73e410d7f5d8ca0963cc6c0,2017.0,2.0,,,,,,5.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb606cb0280d73e410d7f5d8ca0963cc6c0,2018.0,2.0,,,,,,13.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0
8f19388cfd6e2b9cc7a8862d40985305719527c63cef8819,2018.0,2.0,15.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
d8071a739aa75a3b392e81f527770e55707403c702a3b72e,2015.0,2.0,,,,,,5.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
d8071a739aa75a3b392e81f527770e55707403c702a3b72e,2016.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
d8071a739aa75a3b392e81f527770e55707403c702a3b72e,2018.0,2.0,,,,,,2.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
d8071a739aa75a3b392e81f527770e55707403c702a3b72e,2017.0,2.0,,,,,,6.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0
59b38c56de383683823246a03cdd4324e99912b9bb691b3a,2015.0,2.0,,,,,,0.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,3.0
59b38c56de383683823246a03cdd4324e99912b9bb691b3a,2016.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,3.0
59b38c56de383683823246a03cdd4324e99912b9bb691b3a,2017.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,3.0
59b38c56de383683823246a03cdd4324e99912b9bb691b3a,2018.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0
516ab81418ed215d6aed2b84ddc22874ba110ef83df94516,2017.0,2.0,,,,,,11.0,2.0,开业,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
4a8fc4f3fb4d8a0f15f5d8635807c544687acc6b3652ed1d,2016.0,2.0,10.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
4a8fc4f3fb4d8a0f15f5d8635807c544687acc6b3652ed1d,2017.0,2.0,1.0,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
4a8fc4f3fb4d8a0f15f5d8635807c544687acc6b3652ed1d,2018.0,2.0,40.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
beb4aaaa89e0a0ae1f043f47d163f4f522d713f5b1dce638,2017.0,2.0,20.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
beb4aaaa89e0a0ae1f043f47d163f4f522d713f5b1dce638,2018.0,2.0,20.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
f000950527a6feb6d84ad4c68fcfc9fb669dca25de959a36,2018.0,2.0,,,,,,0.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
beb4aaaa89e0a0aef106fd5335fdf63f7e7d936a3ec79b2b,2017.0,2.0,18.0,,,,,3.0,,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,,3.0
beb4aaaa89e0a0aea8ccf4a3aeba51ce395bfee6fe248fe5,2017.0,2.0,10.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
beb4aaaa89e0a0aea8ccf4a3aeba51ce395bfee6fe248fe5,2018.0,2.0,5.0,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
f000950527a6feb6c08a1d51374a3c444fbd90e479cc3129,2018.0,2.0,,,,,,1.0,1.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
4a8fc4f3fb4d8a0fb37a6403648ed9e9fc86149abae31a1a,2015.0,2.0,5.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
4a8fc4f3fb4d8a0fb37a6403648ed9e9fc86149abae31a1a,2016.0,2.0,10.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
4a8fc4f3fb4d8a0fb37a6403648ed9e9fc86149abae31a1a,2017.0,2.0,33.0,,,,,33.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
f000950527a6feb6f40c435a6d70fe98bf0e329acb6da5ac,2016.0,2.0,,,,,,2.0,1.0,开业,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
f000950527a6feb6f40c435a6d70fe98bf0e329acb6da5ac,2017.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0
f000950527a6feb6f40c435a6d70fe98bf0e329acb6da5ac,2018.0,2.0,,,,,,2.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb66e6a86705f80a0624634b96f49a32308,2016.0,2.0,,,,,,8.0,1.0,开业,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0
f000950527a6feb66e6a86705f80a0624634b96f49a32308,2017.0,2.0,,,,,,5.0,1.0,开业,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
f000950527a6feb66e6a86705f80a0624634b96f49a32308,2018.0,2.0,,,,,,1.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
da8691b210adb3f67d0718e368809ef3e9b7f782d7d14dce,2017.0,2.0,7.2,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
da8691b210adb3f67d0718e368809ef3e9b7f782d7d14dce,2018.0,2.0,5.9,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
9c7fa510616a683057f4ad4c6c930a23d874811c3b61d120,2018.0,2.0,10.0,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
47645761dc56bb8c44cae990caa278e32085a68d12e1b0c0,2016.0,2.0,,,,,,4.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
47645761dc56bb8c44cae990caa278e32085a68d12e1b0c0,2017.0,2.0,,,,,,4.0,1.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
47645761dc56bb8c44cae990caa278e32085a68d12e1b0c0,2018.0,2.0,,,,,,4.0,1.0,开业,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
f1c1045b13d18329519b8d6cbd97e8250d9c3d0fc80723f2,2018.0,2.0,15.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
f000950527a6feb61b2652e2c14db4ca78ed7088b9ce12b9,2015.0,2.0,,,,,,3.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb61b2652e2c14db4ca78ed7088b9ce12b9,2016.0,2.0,,,,,,6.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0
f000950527a6feb61b2652e2c14db4ca78ed7088b9ce12b9,2017.0,2.0,,,,,,4.0,2.0,开业,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0
47e3664e12f3ce74a920b4c4e4d01c1e51c8e1346fec59c1,2018.0,2.0,,,,,,3.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
f000950527a6feb6570e0073988429af8e92f009352ec26c,2017.0,2.0,,,,,,5.0,2.0,开业,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb6570e0073988429af8e92f009352ec26c,2018.0,2.0,,,,,,6.0,2.0,开业,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0
8f19388cfd6e2b9c85a2cd4cc472cab53b7102f881ee004e,2017.0,2.0,5.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
8f19388cfd6e2b9c85a2cd4cc472cab53b7102f881ee004e,2018.0,2.0,10.0,,,,,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
8f19388cfd6e2b9c301eae5563981b462b888e43273e9144,2018.0,2.0,10.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
516ab81418ed215d806c37edfbffb546704151e660bfd2e1,2017.0,2.0,,,,,,2.0,1.0,停业,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
9c7fa510616a683094c17c50aa1f9b90400d28d31ef94f81,2018.0,2.0,3.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
516ab81418ed215d15ed35445da617948b6ad043f9f37d06,2017.0,2.0,,,,,,2.0,1.0,开业,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0
516ab81418ed215d15ed35445da617948b6ad043f9f37d06,2018.0,2.0,,,,,,2.0,2.0,开业,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
59b38c56de383683d5cc681a676833489f0a738f8b7dc554,2015.0,2.0,,,,,,0.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0
59b38c56de383683d5cc681a676833489f0a738f8b7dc554,2016.0,2.0,,,,,,1.0,1.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,2.0
59b38c56de383683d5cc681a676833489f0a738f8b7dc554,2017.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,3.0
59b38c56de383683d5cc681a676833489f0a738f8b7dc554,2018.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0
f000950527a6feb6a6153698f165c44bca4c0ed66d38d638,2018.0,2.0,,,,,,3.0,1.0,开业,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
e9f7b28ec10e047046d08859602ff49b164c0536eb915493,2018.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0
f000950527a6feb633ae9b6308705d5dd0277ab9c4ebf56e,2016.0,2.0,,,,,,4.0,2.0,开业,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb633ae9b6308705d5dd0277ab9c4ebf56e,2017.0,2.0,,,,,,6.0,1.0,开业,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
f000950527a6feb633ae9b6308705d5dd0277ab9c4ebf56e,2018.0,2.0,,,,,,3.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
ed38190adf12fceb07826571e5e72b1440b5ff5fb3e4ac32,2017.0,2.0,1.0,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
ed38190adf12fceb07826571e5e72b1440b5ff5fb3e4ac32,2018.0,2.0,5.0,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
e9f7b28ec10e0470b12900d33b09f214261404719a4f61c4,2015.0,2.0,,,,,,11.0,2.0,开业,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
e9f7b28ec10e0470b12900d33b09f214261404719a4f61c4,2017.0,2.0,,,,,,5.0,1.0,开业,1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0
e9f7b28ec10e0470b12900d33b09f214261404719a4f61c4,2018.0,2.0,,,,,,2.0,2.0,开业,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0
e9f7b28ec10e0470b12900d33b09f214261404719a4f61c4,2016.0,2.0,,,,,,7.0,1.0,开业,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,2.0,2.0,2.0,2.0
e9f7b28ec10e0470b12900d33b09f214261404719a4f61c4,2018.0,2.0,,,,,,2.0,2.0,开业,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0
47645761dc56bb8c03dc046c520884d4ee9146e171b3ccd8,2017.0,2.0,,,,,,3.0,2.0,开业,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
d8071a739aa75a3b91e3291d87625d6b0d656c3038f07ab6,2018.0,2.0,,,,,,1.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
516ab81418ed215d404ce8c287ee44d8b0b560b0b5678a23,2016.0,2.0,,,,,,2.0,2.0,开业,,,,,,,,,2.0,2.0,2.0,3.0
516ab81418ed215d404ce8c287ee44d8b0b560b0b5678a23,2017.0,2.0,,,,,,2.0,2.0,开业,,,,,,,,,2.0,2.0,2.0,2.0
516ab81418ed215d404ce8c287ee44d8b0b560b0b5678a23,2018.0,2.0,,,,,,1.0,2.0,停业,,,,,,,,,2.0,2.0,2.0,3.0
f000950527a6feb6b84424f6124072dc46f7072f4eaf7b40,2015.0,2.0,,,,,,3.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0
f000950527a6feb6b84424f6124072dc46f7072f4eaf7b40,2016.0,2.0,,,,,,3.0,2.0,开业,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb6b84424f6124072dc46f7072f4eaf7b40,2017.0,2.0,,,,,,3.0,2.0,开业,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb6b84424f6124072dc46f7072f4eaf7b40,2018.0,2.0,,,,,,3.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
59b38c56de383683cd26e6b83c7f8a1ea9bffe6ff24811e2,2016.0,2.0,,,,,,5.0,2.0,开业,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,3.0
59b38c56de383683cd26e6b83c7f8a1ea9bffe6ff24811e2,2017.0,2.0,,,,,,5.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,3.0
59b38c56de383683cd26e6b83c7f8a1ea9bffe6ff24811e2,2018.0,2.0,,,,,,5.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0
f000950527a6feb6f3dd26c60a9518f8a6e2117702c5cae9,2017.0,2.0,,,,,,2.0,2.0,开业,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb6f3dd26c60a9518f8a6e2117702c5cae9,2018.0,2.0,,,,,,3.0,2.0,开业,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
d8071a739aa75a3b3b96439f7a5482f6572c6dd526986f06,2018.0,2.0,,,,,,6.0,2.0,开业,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb691e97e0f40f94e9b11360f2f35dfb6f7,2017.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0
f000950527a6feb691e97e0f40f94e9b11360f2f35dfb6f7,2018.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f1c1045b13d18329318895320ee9b3d38826c1e47a1172e3,2017.0,2.0,10.0,,,,,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
f1c1045b13d1832904087e08131a74b863475c010fe3575d,2018.0,2.0,5.0,,,,,4.0,,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,,,3.0
f000950527a6feb685c0d6f208d1935a6c685c6fe043d1d2,2015.0,2.0,,,,,,10.0,2.0,开业,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb685c0d6f208d1935a6c685c6fe043d1d2,2016.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0
f000950527a6feb685c0d6f208d1935a6c685c6fe043d1d2,2018.0,2.0,,,,,,3.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0
f000950527a6feb685c0d6f208d1935a6c685c6fe043d1d2,2017.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0
8f19388cfd6e2b9c7e6f40726d1cf529fb2489b6c11a6585,2017.0,2.0,10.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
8f19388cfd6e2b9c7e6f40726d1cf529fb2489b6c11a6585,2018.0,2.0,5.0,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
e9f7b28ec10e04701de6efc9cb2d8275b481d90cd115f546,2018.0,2.0,,,,,,2.0,2.0,开业,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0
d8071a739aa75a3b9392e8986b55a5c95ce7dcd4d3c56cda,2018.0,2.0,,,,,,7.0,2.0,开业,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
f000950527a6feb6fd978780b3235f1e6366ea39804b5ad2,2015.0,2.0,,,,,,3.0,2.0,开业,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0
f000950527a6feb6fd978780b3235f1e6366ea39804b5ad2,2016.0,2.0,,,,,,3.0,2.0,开业,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0
f000950527a6feb6fd978780b3235f1e6366ea39804b5ad2,2017.0,2.0,,,,,,3.0,2.0,开业,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0
f000950527a6feb6fd978780b3235f1e6366ea39804b5ad2,2018.0,2.0,,,,,,2.0,2.0,开业,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
beb4aaaa89e0a0ae02ec47b1edddf2a90fe85f9d31125e2f,2017.0,2.0,7.0,,,,,6.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
d8071a739aa75a3b5d00f6cc1f05b556ad48dddb1341c243,2016.0,2.0,,,,,,18.0,1.0,开业,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
d8071a739aa75a3b5d00f6cc1f05b556ad48dddb1341c243,2017.0,2.0,,,,,,20.0,1.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0
d8071a739aa75a3b5d00f6cc1f05b556ad48dddb1341c243,2018.0,2.0,,,,,,15.0,1.0,开业,,,,,,,,,2.0,2.0,2.0,2.0
d8071a739aa75a3ba4993718730917a503276dd1ec5ccbcd,2018.0,2.0,,,,,,1.0,2.0,开业,,,,,,,,,2.0,2.0,2.0,3.0
f000950527a6feb6faa7b0ff59727ba8b6110abee7a6b8ad,2016.0,2.0,,,,,,3.0,2.0,开业,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb6faa7b0ff59727ba8b6110abee7a6b8ad,2017.0,2.0,,,,,,6.0,2.0,开业,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb6faa7b0ff59727ba8b6110abee7a6b8ad,2018.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
d8071a739aa75a3b6b81afa30b022d5db046c5b839fc2817,2018.0,2.0,,,,,,2.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
47e3664e12f3ce74f8bca6b790e5e9968ab29a04cca5f901,2015.0,2.0,,,,,,14.0,2.0,开业,,,,,,,,,2.0,2.0,2.0,3.0
