id,START_DATE,END_DATE,TAX_CATEGORIES,TAX_ITEMS,TAXATION_BASIS,TAX_RATE,DEDUCTION,TAX_AMOUNT
f000950527a6feb6868ecac4c08638d543e4d90862a7e28d,2015/10/01,2015/10/31,企业所得税,养老保险利息,17500.0,0.0375,0.0,656.25
f000950527a6feb6868ecac4c08638d543e4d90862a7e28d,2015/10/01,2015/10/31,企业所得税,其他,17500.0,0.0375,0.0,656.25
f000950527a6feb6938a75a3467cb7773a8d8b2212c1ef2b,2016/06/01,2016/06/30,水利建设专项收入,地方水利建设基金,,,,229.21
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,2015/09/01,2015/09/30,个人所得税,各类非银行金融机构营业收入,6423.85,0.1,210.0,432.39
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,2015/09/01,2015/09/30,个人所得税,营业额,6423.85,0.1,210.0,432.39
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,2015/09/01,2015/09/30,个人所得税,生产用房,6423.85,0.1,210.0,432.39
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,2015/09/01,2015/09/30,个人所得税,工资薪金所得,6423.85,0.1,210.0,432.39
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,2015/09/01,2015/09/30,个人所得税,大额医疗统筹(单位),6423.85,0.1,210.0,432.39
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,2015/09/01,2015/09/30,个人所得税,餐饮、住宿、娱乐营业额随征,6423.85,0.1,210.0,432.39
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,2015/09/01,2015/09/30,个人所得税,增值税附征,6423.85,0.1,210.0,432.39
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,2015/09/01,2015/09/30,个人所得税,各类非银行金融机构营业收入,6423.85,0.1,210.0,432.39
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,2015/09/01,2015/09/30,个人所得税,国有土地使用权出让,6423.85,0.1,210.0,432.39
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,2015/09/01,2015/09/30,个人所得税,发票违章罚款,6423.85,0.1,210.0,432.39
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,2015/09/01,2015/09/30,个人所得税,娱乐业,6423.85,0.1,210.0,432.39
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,2015/09/01,2015/09/30,个人所得税,营业税附征,6423.85,0.1,210.0,432.39
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,2015/09/01,2015/09/30,个人所得税,增值税随征,6423.85,0.1,210.0,432.39
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,2015/09/01,2015/09/30,个人所得税,市区、县、镇 1%,6423.85,0.1,210.0,432.39
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,2015/09/01,2015/09/30,个人所得税,土地增值税,6423.85,0.1,210.0,432.39
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,2015/09/01,2015/09/30,个人所得税,一等,6423.85,0.1,210.0,432.39
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,2015/09/01,2015/09/30,个人所得税,机关事业单位养老保险基金（全额单位）,6423.85,0.1,210.0,432.39
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,2015/09/01,2015/09/30,个人所得税,代收工会经费（2％）,6423.85,0.1,210.0,432.39
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,2015/09/01,2015/09/30,个人所得税,生猪,6423.85,0.1,210.0,432.39
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,2015/09/01,2015/09/30,个人所得税,购销合同,6423.85,0.1,210.0,432.39
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,各类非银行金融机构营业收入,6144.44,0.2,555.0,673.89
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,营业额,6144.44,0.2,555.0,673.89
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,生产用房,6144.44,0.2,555.0,673.89
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,工资薪金所得,6144.44,0.2,555.0,673.89
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,大额医疗统筹(单位),6144.44,0.2,555.0,673.89
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,餐饮、住宿、娱乐营业额随征,6144.44,0.2,555.0,673.89
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,增值税附征,6144.44,0.2,555.0,673.89
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,各类非银行金融机构营业收入,6144.44,0.2,555.0,673.89
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,国有土地使用权出让,6144.44,0.2,555.0,673.89
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,发票违章罚款,6144.44,0.2,555.0,673.89
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,娱乐业,6144.44,0.2,555.0,673.89
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,营业税附征,6144.44,0.2,555.0,673.89
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,增值税随征,6144.44,0.2,555.0,673.89
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,市区、县、镇 1%,6144.44,0.2,555.0,673.89
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,土地增值税,6144.44,0.2,555.0,673.89
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,一等,6144.44,0.2,555.0,673.89
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,机关事业单位养老保险基金（全额单位）,6144.44,0.2,555.0,673.89
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,代收工会经费（2％）,6144.44,0.2,555.0,673.89
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,生猪,6144.44,0.2,555.0,673.89
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,购销合同,6144.44,0.2,555.0,673.89
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,各类非银行金融机构营业收入,9602.11,0.1,314.99,645.22
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,营业额,9602.11,0.1,314.99,645.22
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,生产用房,9602.11,0.1,314.99,645.22
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,工资薪金所得,9602.11,0.1,314.99,645.22
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,大额医疗统筹(单位),9602.11,0.1,314.99,645.22
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,餐饮、住宿、娱乐营业额随征,9602.11,0.1,314.99,645.22
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,增值税附征,9602.11,0.1,314.99,645.22
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,各类非银行金融机构营业收入,9602.11,0.1,314.99,645.22
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,国有土地使用权出让,9602.11,0.1,314.99,645.22
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,发票违章罚款,9602.11,0.1,314.99,645.22
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,娱乐业,9602.11,0.1,314.99,645.22
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,营业税附征,9602.11,0.1,314.99,645.22
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,增值税随征,9602.11,0.1,314.99,645.22
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,市区、县、镇 1%,9602.11,0.1,314.99,645.22
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,土地增值税,9602.11,0.1,314.99,645.22
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,一等,9602.11,0.1,314.99,645.22
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,机关事业单位养老保险基金（全额单位）,9602.11,0.1,314.99,645.22
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,代收工会经费（2％）,9602.11,0.1,314.99,645.22
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,生猪,9602.11,0.1,314.99,645.22
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/09/01,2015/09/30,个人所得税,购销合同,9602.11,0.1,314.99,645.22
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2015/01/01,2015/12/31,企业所得税,应纳税所得额,,,,150000000.0
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,872.37
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,187.88
f000950527a6feb601c0c275ba5697c3c886f0182311ea26,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,6242.44
f000950527a6feb6582445c5f47f3de20c5c9399f5368ccb,2016/07/01,2016/07/31,教育费附加,增值税教育费附加,,,,3856.31
f000950527a6feb6582445c5f47f3de20c5c9399f5368ccb,2016/07/01,2016/07/31,城市维护建设税,市区（增值税附征）,,,,8998.05
f000950527a6feb6582445c5f47f3de20c5c9399f5368ccb,2016/07/01,2016/07/31,地方教育附加,增值税地方教育附加,,,,2570.87
47e3664e12f3ce74017c1f182bfd648f97dd851efc88c9ef,2016/07/01,2016/07/31,印花税,购销合同,,,,4.03
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2015/09/01,2015/09/30,个人所得税,机关事业单位养老保险基金（全额单位）,610.2,0.03,0.0,18.31
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2015/09/01,2015/09/30,个人所得税,代收工会经费（2％）,610.2,0.03,0.0,18.31
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2015/09/01,2015/09/30,个人所得税,生猪,610.2,0.03,0.0,18.31
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2015/09/01,2015/09/30,个人所得税,购销合同,610.2,0.03,0.0,18.31
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2015/09/01,2015/09/30,个人所得税,各类非银行金融机构营业收入,610.2,0.03,0.0,18.31
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2015/09/01,2015/09/30,个人所得税,营业额,610.2,0.03,0.0,18.31
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2015/09/01,2015/09/30,个人所得税,生产用房,610.2,0.03,0.0,18.31
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2015/09/01,2015/09/30,个人所得税,工资薪金所得,610.2,0.03,0.0,18.31
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2015/09/01,2015/09/30,个人所得税,大额医疗统筹(单位),610.2,0.03,0.0,18.31
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2015/09/01,2015/09/30,个人所得税,餐饮、住宿、娱乐营业额随征,610.2,0.03,0.0,18.31
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2015/09/01,2015/09/30,个人所得税,增值税附征,610.2,0.03,0.0,18.31
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2015/09/01,2015/09/30,个人所得税,各类非银行金融机构营业收入,610.2,0.03,0.0,18.31
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2015/09/01,2015/09/30,个人所得税,国有土地使用权出让,610.2,0.03,0.0,18.31
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2015/09/01,2015/09/30,个人所得税,发票违章罚款,610.2,0.03,0.0,18.31
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2015/09/01,2015/09/30,个人所得税,娱乐业,610.2,0.03,0.0,18.31
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2015/09/01,2015/09/30,个人所得税,营业税附征,610.2,0.03,0.0,18.31
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2015/09/01,2015/09/30,个人所得税,增值税随征,610.2,0.03,0.0,18.31
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2015/09/01,2015/09/30,个人所得税,市区、县、镇 1%,610.2,0.03,0.0,18.31
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2015/09/01,2015/09/30,个人所得税,土地增值税,610.2,0.03,0.0,18.31
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2015/09/01,2015/09/30,个人所得税,一等,610.2,0.03,0.0,18.31
f000950527a6feb6be54ea19a9468260c04b3a133296bd6d,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,54.57
47e3664e12f3ce74fe79d1882c185bbe5bce5d27b5959224,2016/08/01,2016/08/31,水利建设专项收入,地方水利建设基金,,,,171.69
47e3664e12f3ce74fe79d1882c185bbe5bce5d27b5959224,2016/08/01,2016/08/31,城市维护建设税,县城、镇（增值税附征）,,,,1976.28
47e3664e12f3ce74fe79d1882c185bbe5bce5d27b5959224,2016/08/01,2016/08/31,地方教育附加,增值税地方教育附加,,,,790.51
47e3664e12f3ce74fe79d1882c185bbe5bce5d27b5959224,2016/08/01,2016/08/31,教育费附加,增值税教育费附加,,,,1185.77
47e3664e12f3ce74fe79d1882c185bbe5bce5d27b5959224,2016/08/01,2016/08/31,印花税,购销合同,,,,80.35
47e3664e12f3ce74fe79d1882c185bbe5bce5d27b5959224,2016/07/01,2016/07/31,城镇土地使用税,县城土地使用税等级1,,,,33333.33
47e3664e12f3ce74fe79d1882c185bbe5bce5d27b5959224,2016/07/01,2016/07/31,地方教育附加,增值税地方教育附加,,,,862.81
47e3664e12f3ce74fe79d1882c185bbe5bce5d27b5959224,2016/07/01,2016/07/31,城市维护建设税,县城、镇（增值税附征）,,,,2157.01
47e3664e12f3ce74fe79d1882c185bbe5bce5d27b5959224,2016/07/01,2016/07/31,教育费附加,增值税教育费附加,,,,1294.21
47e3664e12f3ce74fe79d1882c185bbe5bce5d27b5959224,2016/07/01,2016/07/31,印花税,购销合同,,,,80.35
47e3664e12f3ce74fe79d1882c185bbe5bce5d27b5959224,2016/07/01,2016/07/31,水利建设专项收入,地方水利建设基金,,,,171.69
47e3664e12f3ce74fe79d1882c185bbe5bce5d27b5959224,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,6.71
e9f7b28ec10e0470aa323e84bebc530d1104dc3d1efb169f,2016/07/01,2016/07/31,印花税,购销合同,,,,11.75
59b38c56de383683a916a35cb181cfc41544f74039d7c681,2015/09/01,2015/09/30,营业税,服务业营业收入(个),2300000.0,0.05,0.0,115000.0
59b38c56de383683a916a35cb181cfc41544f74039d7c681,2015/09/01,2015/09/30,营业税,金融,2300000.0,0.05,0.0,115000.0
59b38c56de383683a916a35cb181cfc41544f74039d7c681,2015/09/01,2015/09/30,营业税,购买家庭唯一普通住房,2300000.0,0.05,0.0,115000.0
59b38c56de383683a916a35cb181cfc41544f74039d7c681,2015/09/01,2015/09/30,营业税,铁路线路,2300000.0,0.05,0.0,115000.0
59b38c56de383683a916a35cb181cfc41544f74039d7c681,2015/09/01,2015/09/30,营业税,增值税附征(非市区、县城、镇),2300000.0,0.05,0.0,115000.0
f000950527a6feb6bf1e93e54d9f3d50a84063c7312c82e4,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,45.0
f000950527a6feb6bf1e93e54d9f3d50a84063c7312c82e4,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,275.0
f000950527a6feb6924f9fb13ed952e25425bfc7c0d952de,2016/07/01,2016/07/31,印花税,资金账簿,,,,500.0
f000950527a6feb6924f9fb13ed952e25425bfc7c0d952de,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,1185.02
f000950527a6feb6924f9fb13ed952e25425bfc7c0d952de,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,148.03
f000950527a6feb6924f9fb13ed952e25425bfc7c0d952de,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,270.0
f000950527a6feb6924f9fb13ed952e25425bfc7c0d952de,2016/07/01,2016/07/31,印花税,加工承揽合同,,,,50.0
f000950527a6feb666d4b26652ee35e358cc061935b2f4e9,2015/12/01,2015/12/31,印花税,职工用房,198704.52,0.0003,0.01,59.6
f000950527a6feb666d4b26652ee35e358cc061935b2f4e9,2015/12/01,2015/12/31,印花税,10吨以下非机动船,198704.52,0.0003,0.01,59.6
f000950527a6feb666d4b26652ee35e358cc061935b2f4e9,2015/12/01,2015/12/31,城市维护建设税,20人以下乘人汽车,5961.14,0.07,0.0,417.28
f000950527a6feb666d4b26652ee35e358cc061935b2f4e9,2015/12/01,2015/12/31,印花税,建筑安装工程承包合同,198704.52,0.0003,0.01,59.6
f000950527a6feb666d4b26652ee35e358cc061935b2f4e9,2015/12/01,2015/12/31,企业所得税,其他,198704.52,0.02,0.0,3974.09
f000950527a6feb666d4b26652ee35e358cc061935b2f4e9,2015/12/01,2015/12/31,印花税,机关事业单位养老保险基金（代理）,198704.52,0.0003,0.01,59.6
f000950527a6feb666d4b26652ee35e358cc061935b2f4e9,2015/12/01,2015/12/31,印花税,四等,198704.52,0.0003,0.01,59.6
f000950527a6feb666d4b26652ee35e358cc061935b2f4e9,2015/12/01,2015/12/31,城市维护建设税,土地增值额（超过50%-100%）,5961.14,0.07,0.0,417.28
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,2015/09/01,2015/09/30,印花税,各类非银行金融机构营业收入,135897.43,0.0003,-0.03,40.8
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,2015/09/01,2015/09/30,印花税,营业额,135897.43,0.0003,-0.03,40.8
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,2015/09/01,2015/09/30,印花税,生产用房,135897.43,0.0003,-0.03,40.8
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,2015/09/01,2015/09/30,印花税,工资薪金所得,135897.43,0.0003,-0.03,40.8
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,2015/09/01,2015/09/30,印花税,大额医疗统筹(单位),135897.43,0.0003,-0.03,40.8
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,2015/09/01,2015/09/30,印花税,餐饮、住宿、娱乐营业额随征,135897.43,0.0003,-0.03,40.8
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,2015/09/01,2015/09/30,印花税,增值税附征,135897.43,0.0003,-0.03,40.8
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,2015/09/01,2015/09/30,印花税,各类非银行金融机构营业收入,135897.43,0.0003,-0.03,40.8
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,2015/09/01,2015/09/30,印花税,国有土地使用权出让,135897.43,0.0003,-0.03,40.8
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,2015/09/01,2015/09/30,印花税,发票违章罚款,135897.43,0.0003,-0.03,40.8
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,2015/09/01,2015/09/30,印花税,娱乐业,135897.43,0.0003,-0.03,40.8
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,2015/09/01,2015/09/30,印花税,营业税附征,135897.43,0.0003,-0.03,40.8
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,2015/09/01,2015/09/30,印花税,增值税随征,135897.43,0.0003,-0.03,40.8
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,2015/09/01,2015/09/30,印花税,市区、县、镇 1%,135897.43,0.0003,-0.03,40.8
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,2015/09/01,2015/09/30,印花税,土地增值税,135897.43,0.0003,-0.03,40.8
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,2015/09/01,2015/09/30,印花税,一等,135897.43,0.0003,-0.03,40.8
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,2015/09/01,2015/09/30,印花税,机关事业单位养老保险基金（全额单位）,135897.43,0.0003,-0.03,40.8
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,2015/09/01,2015/09/30,印花税,代收工会经费（2％）,135897.43,0.0003,-0.03,40.8
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,2015/09/01,2015/09/30,印花税,生猪,135897.43,0.0003,-0.03,40.8
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,2015/09/01,2015/09/30,印花税,购销合同,135897.43,0.0003,-0.03,40.8
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,各类非银行金融机构营业收入,95680.85,0.25,5024.99,18895.22
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,营业额,95680.85,0.25,5024.99,18895.22
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,生产用房,95680.85,0.25,5024.99,18895.22
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,各类非银行金融机构营业收入,2297.7,0.03,0.0,68.93
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,营业额,2297.7,0.03,0.0,68.93
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,生产用房,2297.7,0.03,0.0,68.93
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,工资薪金所得,2297.7,0.03,0.0,68.93
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,大额医疗统筹(单位),2297.7,0.03,0.0,68.93
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,餐饮、住宿、娱乐营业额随征,2297.7,0.03,0.0,68.93
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,增值税附征,2297.7,0.03,0.0,68.93
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,各类非银行金融机构营业收入,2297.7,0.03,0.0,68.93
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,国有土地使用权出让,2297.7,0.03,0.0,68.93
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,工资薪金所得,95680.85,0.25,5024.99,18895.22
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,大额医疗统筹(单位),95680.85,0.25,5024.99,18895.22
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,餐饮、住宿、娱乐营业额随征,95680.85,0.25,5024.99,18895.22
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,增值税附征,95680.85,0.25,5024.99,18895.22
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,各类非银行金融机构营业收入,95680.85,0.25,5024.99,18895.22
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,国有土地使用权出让,95680.85,0.25,5024.99,18895.22
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,发票违章罚款,95680.85,0.25,5024.99,18895.22
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,娱乐业,95680.85,0.25,5024.99,18895.22
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,营业税附征,95680.85,0.25,5024.99,18895.22
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,增值税随征,95680.85,0.25,5024.99,18895.22
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,市区、县、镇 1%,95680.85,0.25,5024.99,18895.22
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,土地增值税,95680.85,0.25,5024.99,18895.22
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,一等,95680.85,0.25,5024.99,18895.22
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,机关事业单位养老保险基金（全额单位）,95680.85,0.25,5024.99,18895.22
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,代收工会经费（2％）,95680.85,0.25,5024.99,18895.22
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,生猪,95680.85,0.25,5024.99,18895.22
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,购销合同,95680.85,0.25,5024.99,18895.22
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,发票违章罚款,2297.7,0.03,0.0,68.93
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,娱乐业,2297.7,0.03,0.0,68.93
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,营业税附征,2297.7,0.03,0.0,68.93
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,增值税随征,2297.7,0.03,0.0,68.93
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,市区、县、镇 1%,2297.7,0.03,0.0,68.93
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,土地增值税,2297.7,0.03,0.0,68.93
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,一等,2297.7,0.03,0.0,68.93
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,机关事业单位养老保险基金（全额单位）,2297.7,0.03,0.0,68.93
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,代收工会经费（2％）,2297.7,0.03,0.0,68.93
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,生猪,2297.7,0.03,0.0,68.93
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/09/01,2015/09/30,个人所得税,购销合同,2297.7,0.03,0.0,68.93
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,2015/10/01,2015/10/31,个人所得税,工资薪金所得,95680.85,0.25,5024.99,18895.22
