id,legal_judgment_num,brand_num,patent_num
d8071a739aa75a3b870ff119b31da405c0cc387242f659a7,2.0,,
d8071a739aa75a3b3ef6f68db28a67526be9ccaeeb814437,4.0,,
f000950527a6feb6fbc99371c578e01cd83734c11d08985a,,276.0,
47645761dc56bb8cbfb0be9c3a6b0b4d165fcd13f39b9562,,1.0,
e9f7b28ec10e0470bb672d52e021d04489461b571fa28915,,2.0,
f000950527a6feb6f1cca41a86a6258c5ace85749c13c65e,227.0,10.0,
e9f7b28ec10e0470a0b303612018b036dac2cc79f0c6adb1,15.0,,
47645761dc56bb8c1f965bcf438942eb20f5eb030f97bf83,1.0,,
d8071a739aa75a3b52d148767bdbb8ca306e180796fb7711,9.0,,
216bd2aaf4d07924e3c867ca844e50dc86b235b7b81721b9,,2.0,
d8071a739aa75a3bee7232d757838cf1b7c72e73a7293965,,5.0,1.0
f000950527a6feb6646bd5238ef6d8329c713c75a2405940,,18.0,
f000950527a6feb6891a8c7d5bb8af4bcfaebfe4ccc87efb,87.0,,
d8071a739aa75a3bda35d30a05864bba19f0f88f26e71341,,2.0,
d8071a739aa75a3b8bd0ba2bad3071238c88474422e7a2bf,,13.0,3.0
59b38c56de3836837a535190b3ba4fe2fe12a12e86cf639f,,2.0,
f000950527a6feb64d386edfac88147efeccb8cda39de273,,,37.0
216bd2aaf4d079248b28899d54536f9f50b870b6c523079a,54.0,,
82750f1b9d12235080b4f6fe0967568ed5e1e3f11fddd595,,2.0,26.0
e9f7b28ec10e0470be24d1a7d52ca3dd8901bb3a26182f3b,48.0,9.0,62.0
e9f7b28ec10e0470ef8b8727525f71f9e3fd3d4536ca8f63,,,7.0
516ab81418ed215d65935edee20454e32f0677c72c6cda0b,,11.0,21.0
d8071a739aa75a3b9da6ffbf30d58f14526bfa5867fb8ceb,13.0,,
d8071a739aa75a3bcf4392e917dd92e4624cc9139ac3e049,,1.0,
f000950527a6feb6dacbd3f27992880f33d5c0569a4ccfbb,4.0,4.0,29.0
f000950527a6feb6a7d275594c11c79485294090be507e25,,267.0,
d8071a739aa75a3b88ec2a8241dea8d5b56b59d8daf9ced3,4.0,,
e9f7b28ec10e0470dcf0c40c2435af5ab4a0cd94b368ab8d,1.0,,
216bd2aaf4d07924154414a2d7dcfe40dfee55e3dab9d2e2,,11.0,
f000950527a6feb63381d09d606b47f2a14208e16f667ca8,,4.0,
47645761dc56bb8c74c9b73a98ab54507c4eed22fc606217,4.0,,
f000950527a6feb690bc33f947e63479042480818e96b3ff,3.0,,
e9f7b28ec10e04706ca6232684fedcd0f5efdfa944c587e3,,,15.0
f000950527a6feb66522f111e1cd4600b7c4c6fe4fa5ae23,3.0,,
216bd2aaf4d07924caa6c4f00b7179c082c892299a5b4bb4,,2.0,
e9f7b28ec10e0470f6a66a96c2476c394680d67c2c7fc71c,,19.0,71.0
f000950527a6feb6062a882500dff6e7ead1cbcbe5136ac7,4.0,2.0,2.0
e9f7b28ec10e0470d835363960e4f8301550975737e72172,,33.0,
f000950527a6feb62622680e01dbb283cfdbfbb9ef7d32d6,7.0,1.0,
f000950527a6feb60e549ea0a60a0c484263056261831b1a,,12.0,
59b38c56de3836835a6d6627c894fde1013302976071e7a3,,1.0,
f000950527a6feb6514b24644e11017e29f39ee82dee3f02,1.0,,
f000950527a6feb6f24a4e647957e3e455370d1e6a5f424c,2.0,31.0,82.0
f000950527a6feb6a4001d4d055bc17b81559375dfc8786d,97.0,,
47645761dc56bb8c71185b60943e1c1c13155dbbe362c893,,5.0,
d8071a739aa75a3be0a5f0673d05473ad104cc389b55d1aa,,2.0,
f000950527a6feb65891a887fd5db282ed5878effe0ee90c,,6.0,
82750f1b9d1223501338bebdeb759cfe3c21e49514fc3125,1.0,,
f000950527a6feb6cc506b28ec613fbe648c5d15dce6bbb6,,1.0,17.0
59b38c56de3836834b7aa0f38b318955a16e306d1624a5c7,,1.0,
f000950527a6feb694cbe6149e44f1dc9d86167bcfac3494,1.0,,
f000950527a6feb6da453974303c4c71c3f2cf7ecb5e5962,1.0,,
f000950527a6feb670aa52a99473b9d2009f4e1011583aea,11.0,,
f000950527a6feb6aa915bcb667a81fc049c2247f67018b3,,3.0,
216bd2aaf4d079246ec1ce172c87daf865200d3464ec2271,,2.0,4.0
f000950527a6feb6a13bbc23ef6c93c81586177919b8f6aa,,4.0,14.0
d8071a739aa75a3bfeb3a62407c7fc1a0759b7a3a1751916,,2.0,
d8071a739aa75a3be9ca9f92ca1a9e68d46b7a1c40e19607,,2.0,
f000950527a6feb6b0c2206722052e12cf99711824ca2e0c,2.0,,
216bd2aaf4d07924644a576172186cf53ce2a223f024a8d4,,,1.0
f000950527a6feb61790d86436016b2d64ff9a7c690287b5,,,46.0
f000950527a6feb60090ef745fd0b5e4685386704974e185,,,26.0
82750f1b9d12235004a2c0d2fad83b092980d860a5e7e602,4.0,4.0,19.0
f000950527a6feb661f0a92e4bd9956e74283fb5f17261e9,,,35.0
82750f1b9d122350dc16a011811318d46ccd69fc208906a3,,421.0,
ed38190adf12fceb2c3ed283ff28d5868ce70da4414e6c4d,2.0,,
d8071a739aa75a3b12ea56a3e64f6fc205c949555298a046,1.0,,
f000950527a6feb69b39e93c8e7c7ac365965ae219417b5f,2.0,,
f000950527a6feb6f681e59ca1c933aa0d03d5dee1f7bad0,1.0,,
f000950527a6feb6924071cd7ffd43b658cada82a8259e27,3.0,,
f000950527a6feb6a35be396c1eabf4acc52ca8b8f9f504d,,7.0,
47645761dc56bb8c7d577bb7e198301c71580c1b2247fdbd,17.0,,
f000950527a6feb6089bcc78b8622931605f624c6326c1b0,1.0,,
216bd2aaf4d07924862c5082e19ca6a74d147135dc75fae8,,1.0,
d8071a739aa75a3b83f02097c70a9eef81b9fa91cd3b42f3,1.0,,
f000950527a6feb6bb948f2dfbafc88c0b40dd05d8fc5a4f,1.0,,
d8071a739aa75a3b7a87f8376708f1493bac73b31d286976,,5.0,
59b38c56de383683ddf9f7a85067e1efa5fb3331dac136a9,,2.0,
216bd2aaf4d079246c54528873e5ab191d8f0d65656e62f8,,200.0,
f000950527a6feb61cb3b7d3f309fc3059faf651abd8e3dd,1.0,,
f000950527a6feb677093bd7a7f1a919bc5467b13e2787dd,7.0,,
216bd2aaf4d07924ab9bda33836bd033677f4fffefd5d41c,,102.0,
f000950527a6feb657f307dc6608bbb195947bce988b9dcc,,,71.0
f000950527a6feb60d3d33954449f76e02e48b4e46118c21,,,28.0
e9f7b28ec10e0470f9eb3f936a594f068c02593b5b340e15,,1.0,
d8071a739aa75a3bef9663eed68efbec429c2daf98a4d14e,,2.0,3.0
f000950527a6feb62f71a4ac3035bb76fbc5d5051d5f03bd,,1.0,
f000950527a6feb662056107ad83b2d8a4a8e6d9f775695a,15.0,,
f000950527a6feb6127c7166ea5af1d5a6b145de0de10cc8,,,3.0
d8071a739aa75a3b24da27da3d74e8743aaa0a0d8317f792,10.0,,
d8071a739aa75a3b271744970d852e83e75e4a380be92f18,,4.0,
f000950527a6feb6bb85b785b77ef96f76ff99a4689590aa,31.0,,
82750f1b9d12235005b3b078912a095331ca98cdc9254ddc,7.0,1.0,
f000950527a6feb6a1f7483b98d414a7842bfcfeed2dc69d,,5.0,8.0
f000950527a6feb68f2a9a2692d1e8c8324af66446805a0c,27.0,,
f000950527a6feb686d9f551a3b40b59ec480cba2ddb916b,,,25.0
f000950527a6feb6877fa93e260dba478169c0466bf2da04,,1.0,
59b38c56de383683cb32919b2c88db995e608198250db319,,2.0,
216bd2aaf4d079245c3459be38d2c0b73a6b214b24f50523,,2.0,
f000950527a6feb610bd36b5c4eaa757ac4ab5c35a61080d,,1.0,
e9f7b28ec10e0470b4d01abec0f15e65aa7f7e72c088dfcc,,,1.0
d8071a739aa75a3bff786c5802f3732a9821424ecda6cdc0,,29.0,
216bd2aaf4d07924cec9dd105f947113f24914e2178c4255,,1.0,
f000950527a6feb68ac2828a130ab9f295ac04d480ad25f0,,,36.0
f000950527a6feb6f4583745394237c17da4e4fa439bbffc,,1.0,
d8071a739aa75a3b28ae3e938430f8b81d5e280dbf86a0eb,,2.0,
f000950527a6feb65f798467c77b28f8e3f71e011c004ffa,,1.0,
f000950527a6feb66d641bad4a809da7bbdf92a0da74ea19,30.0,,
f000950527a6feb65c30490899d58f22edd045efcbdbded2,,5.0,
216bd2aaf4d07924763710e25ba77f2a58aec6b406ea1dbe,,13.0,
f000950527a6feb6284b7872b4012c586c37593976ac7749,,2.0,
f000950527a6feb6de58f7d8a0d16aac0f303ee55a1e6e03,,2.0,
f000950527a6feb6cdcb6c92430aa54d4eddd7769c55595d,,1.0,
f000950527a6feb6adfa81cf507dc6a66a9bdb0c00e9ef52,1.0,,
d8071a739aa75a3b7a645a06a234765e8c2ab7514abd69d8,10.0,,6.0
f000950527a6feb6014ffce88f8bd9e61409e274ca03a89e,,2.0,
f000950527a6feb6116bfa8bf1f2211ed7e50671f97c8590,4.0,56.0,4.0
d8071a739aa75a3ba086de08692fc3ab0389ff28e0521093,,3.0,
f000950527a6feb608708fbe139ccb8d75ef8d54a05cde82,,,94.0
f000950527a6feb6479fd2b11999e27237bbe1216a3fb937,,3.0,
d8071a739aa75a3b3054f2e27365c6a2a81151b4f03bda90,,2.0,
d8071a739aa75a3be0bb14c29e1edeee1dfb422a54c2561b,,1.0,
216bd2aaf4d07924649ab422e3565a983b9ce139a28046de,,2.0,
d8071a739aa75a3bd8f91b7c7730792bcf75b37dad88cbf0,,10.0,
f000950527a6feb6c74a0d82f4607e49a9c3bea81f040072,,1.0,
f000950527a6feb6c2628b379b06d14e98a3892b67907e3c,1.0,,
82750f1b9d122350db859f6ed4224c58003781dc056fdbf1,,,327.0
47645761dc56bb8c88a5015da26e7393b4ef59aff1be5bf0,9.0,1.0,
d8071a739aa75a3bca26717640aaa319f5c628e194f18092,,1.0,
f000950527a6feb674370ee767f025c957afde67ed9bd608,,1.0,
216bd2aaf4d0792484fc64abae4bc73b556eacaa153e78c7,,,1.0
216bd2aaf4d079245a51d93d05295388987e17a2ddf9967c,,38.0,
f000950527a6feb688622ae705988f0c1e2caf617011b4b6,2.0,,
f000950527a6feb6541c550d29d43b17c07d1301a668c88b,,,31.0
e9f7b28ec10e047017dce06ec80e14df5c913ac7c4131281,,1.0,
d8071a739aa75a3bedd5ffcd008a7e88c07e1363e21b00d2,16.0,48.0,
f000950527a6feb6d5febaf84f3da0633e0b3dee6d523f4e,,3.0,
f000950527a6feb6b6817c2f4800502364bd1d3e3ef3e0f3,,12.0,
d8071a739aa75a3b583a19bb022aca044323c53e4f4c549d,12.0,,
d8071a739aa75a3bb2d5f24958d6bb5b956639cde8607317,,1.0,
d8071a739aa75a3b568bf45c6c804b537162e39a4afd67bd,1.0,,
e9f7b28ec10e0470c221db06da0671d6b4fbbc4e96da3af4,,1.0,
216bd2aaf4d0792410588d70c58c190ff20d5437f0484c3e,,,2.0
f000950527a6feb69f97559031b4545949ce3e95806a4e7e,,1.0,
f000950527a6feb63f902b727e34b2d74efcdaa70f5b36cb,4.0,1.0,
47645761dc56bb8c270e08c5030041b1849d06cb34dddd3e,,1.0,
f000950527a6feb60b0512bf99b49a719a5cefe583ca9a97,11.0,,
f000950527a6feb6d3d6852ce94d1d1bac70f0b16eb5020c,,2.0,
d8071a739aa75a3bb574df9edeb7d152892dc454f3195d2f,1.0,,
f000950527a6feb680499e1a4e6307f6c5435bbd3d7cc988,,1.0,
f000950527a6feb6ca04e4052f3c1ac35323b9d53c0e5cd8,2.0,,
f000950527a6feb6ea9d0f083a06ab96bbe1a5c706516757,1.0,,
f000950527a6feb6f22f3df913dc1d56acb162d86a569dd0,,18.0,
82750f1b9d12235002853cd9189219367a536488fcb30a0b,4.0,,
f000950527a6feb68be239c206e196e8eade2b665956c518,11.0,,
f000950527a6feb6cc339c4392bc5b8f7e0b2a796e445d77,66.0,2.0,30.0
82750f1b9d1223508775511af1d9891a77628337ab967993,,,62.0
47645761dc56bb8cb91b221ab94e1bb6969b21d2cc04bd15,,1.0,
f000950527a6feb6abca45ad6588b27d7c84b74b03f3a6d3,,1.0,
e9f7b28ec10e0470e7019fcd9ace8cab77691691764c6e10,,1.0,
f000950527a6feb678d0327c88f8133b9a06655522bfcaea,,4.0,
216bd2aaf4d0792473748b32a18511cfca77d55d893f85d2,,2.0,
47e3664e12f3ce74689fadee8fe0510995e08351fe1da7e8,,,12.0
f000950527a6feb606899528933897b4cbe23ce29d843cb9,2.0,10.0,3.0
e9f7b28ec10e0470d56e6dac97b109dc6bda24addd09382a,1.0,,
d8071a739aa75a3b57147a811ebbc0fae97e3aa07f8dc125,,2.0,
e9f7b28ec10e0470fe5cf4c66543716c2e0472a13465af66,9.0,,
f000950527a6feb6894cbac48e230ffc6be49aeb4e018dfd,2.0,12.0,2.0
82750f1b9d122350bdc60bfedf916a1e01602adb31e01a0a,5.0,,6.0
f000950527a6feb6e4f07773bad0abf079f8a18e34617a2b,,2.0,
e9f7b28ec10e0470e20f538eef11ee4e092e7360798e3cff,1.0,,
e9f7b28ec10e047066fafe6eb50fd5c4d7fd618ed9ddecf7,4.0,19.0,16.0
82750f1b9d12235021f87a84779e49f38ff2015ea71fb835,,4.0,9.0
f000950527a6feb6050ec3f9b4c0b51824d60ffe6dcf75b3,,1.0,
f000950527a6feb65a479e993c1352e55fdd914501a03ad9,30.0,1.0,
f000950527a6feb697079e052477ebac48cf1a7d2dcc6d7b,2.0,,
216bd2aaf4d079244e2440d8c2c1dde3be62974317a13a9e,,2.0,
82750f1b9d122350cb41b52287ded2add48b8f1c390f3d0e,,118.0,
f000950527a6feb60c2c2cb65977e7ac0af7ae9efb4d1151,,,38.0
e9f7b28ec10e04709a65711ee6a16104c7431a9c4538cbe3,,1.0,
d8071a739aa75a3bc6d0c9ef0e59ea3bae2b4db9b5579319,,3.0,3.0
f000950527a6feb6b23452184bd4e4d4ee5cf6595a037dc2,,1.0,
f000950527a6feb6544693d2f34cee5c2e9e00851e077a38,,2.0,
f000950527a6feb68874eb9aadb750d11cf8bdcc44c503ce,,10.0,5.0
59b38c56de383683ccb2678db0f64527691a3912c71a8d5b,2.0,,
f000950527a6feb648426808079e3601c22eed34e30251d7,,1.0,
f000950527a6feb6772a15f1fd8ff8193bfb690f0c849345,,6.0,79.0
f000950527a6feb69d8bf58f6607259107077e4059ba3537,208.0,2.0,
f000950527a6feb688238b07d9691b932717dd0ce791ef0a,,2.0,
f000950527a6feb68415986bdb1ba93f923a06fd7aed6844,5.0,,
f000950527a6feb6eb65b65df495afacb3008bcc1b9b24c9,1.0,,
d8071a739aa75a3bf0577a86271209a2282951dc51a80523,,1.0,
f000950527a6feb6720a032e81cee0101f2856eff0a09139,,1.0,
d8071a739aa75a3baa9e2e436bd2cf13f68daf819c7f04d4,,4.0,
82750f1b9d122350fc99ab6ec86c6f1693a13f9aa94a2460,,,16.0
d8071a739aa75a3bc53e83f48b5c1f5c3fe699d72bef60bb,,6.0,
f000950527a6feb69f42b2bd5f257bfb1239051452901510,1.0,,
59b38c56de383683e996955bc806b7bf56fc37df9b164fa5,1.0,,
d8071a739aa75a3b9d746bd4e3818765eb863ba5a148efa9,,1.0,33.0
d8071a739aa75a3be34e73a1339f8a1639bf13e49bbdee27,3.0,7.0,219.0
216bd2aaf4d07924da40806e2598f0074f6e3db22ca343da,,2.0,
216bd2aaf4d0792416346172bc27f61e3e4751b007948907,,113.0,
d8071a739aa75a3b5087454657850e906972fe6343c6b6c0,,,2.0
f000950527a6feb623a6fed66b8c9c4c5f9295a10aad2faf,,,2.0
f000950527a6feb6531f2954c6ee2503bc939b590b74b6bf,1.0,,
f000950527a6feb6ac3b0aedf4631cff5d709c3e34e7d7ee,1.0,,
e9f7b28ec10e04701b57fb54b47e4ca6a65dfd5de6420a92,,,3.0
47645761dc56bb8c145472ff688eb73ffb6ee0c392d345b2,,2.0,
e9f7b28ec10e0470e3a51f105a150970be1ee65475cda299,,4.0,
f000950527a6feb67db1224e9c4e967b37f40a286a359306,12.0,,
f000950527a6feb6f1f1696826b2a6f11a4f9151e86e6533,,,17.0
f000950527a6feb65793a63581d2e8e87ae0abb322da1d9b,4.0,,
8f19388cfd6e2b9c59c15655e528bd660acdb5ad9a0329fc,,4.0,
f000950527a6feb6e3bd602e9349ed0bef839c4de4f7b084,,1.0,
d8071a739aa75a3b195e23b34fd40e3fb5d8823fb5a4bd11,,,29.0
47e3664e12f3ce7423ece78113f4f6c3f6fad7d9d4b2619d,,,8.0
216bd2aaf4d07924594391e48d8893ce204683d2c3c7c2f7,,2.0,
f000950527a6feb645ac0de7745767772a85cba82e48203f,3.0,,
516ab81418ed215d5d35b6ec19b16f2f979c298ca240c48b,,3.0,
59b38c56de383683593d9d0f55c0e59df01fd3161a181839,,1.0,
f000950527a6feb603c9b40ac59b37ceef71c8c3e2d12c1c,,,2.0
47645761dc56bb8cf281d69b650640ec54c1db03f2af6837,,2.0,
f000950527a6feb6194eb25023f715fa9ec0166d20cc8aed,1.0,,
47e3664e12f3ce74188eba6cc2281c5c06c7370d28fbf5b0,15.0,,
d8071a739aa75a3bcc326db31f4f8cfdd4842557bbe83b93,,,2.0
82750f1b9d122350d67b780ad18c3580b63b7444d5963b1f,16.0,,
216bd2aaf4d079244edb462e6a1e15b290936e7c22a665c9,,,1.0
f000950527a6feb66f14514ae82fea7e112523f29bff31c5,,2.0,
f000950527a6feb6e6cad31938b54ff89488313639971a16,2.0,5.0,19.0
f000950527a6feb64100fa34baea1db6a8b8570a91955b93,,8.0,
216bd2aaf4d079249a8ef92c6053b3bd972b0e329ebd90ff,,33.0,
d8071a739aa75a3b8d67eb4bae4ab5d506f51c92912806c4,,,11.0
59b38c56de3836837a78b72aaca16fb20c7540f09fe74046,,4.0,
216bd2aaf4d0792405618e54256ed47f6334213789c3fbde,,1.0,
47e3664e12f3ce746b7a979f1eda32acdbb47b8d23c1648f,36.0,,
f000950527a6feb6ae76133e9037a32d23e6c0a6926d4f5f,,20.0,
e9f7b28ec10e047086f39ef0e757ce3b00aa7dca1b477c6e,5.0,,
f000950527a6feb60a7de0311f800c87172c0ab8ca52d2c3,,1.0,
d8071a739aa75a3b74a6351802e93c7a0b12ec60a153cd3d,,,19.0
f000950527a6feb614b8a0d14d54d5f6850c8ffdb98ac1be,1.0,,
d8071a739aa75a3ba3ff190f9280c8bbc1c0162bad88daa7,,6.0,41.0
f000950527a6feb6938a75a3467cb7773a8d8b2212c1ef2b,4.0,,
82750f1b9d12235004be87feb5a5d775162da92daae97b9a,,5.0,
d8071a739aa75a3bf97efd4aaa997813f13b19ab94893ca6,,1.0,
f000950527a6feb640adfb9239b53c75b8eb28a9a5cb772a,10.0,,
47e3664e12f3ce74b5934140700329b8ea3e36e0f459f768,,,3.0
d8071a739aa75a3b1d8203a6c147b157814268c71b2f7292,1.0,,
d8071a739aa75a3bfbb640aecfdb576befc7988d2d9f3c96,,1.0,
f000950527a6feb618a9e2369f4e910a9ac211cea2966604,1.0,4.0,23.0
d8071a739aa75a3bd166783e084034ca8bcd61da435cf9e8,1.0,,
f000950527a6feb66d419c0766e97a84b37d68d7ee9c3cff,1.0,,
59b38c56de383683e2ed21d537e7d74b7416198cbda9131a,15.0,,
f000950527a6feb6298d50f8317a647ded86732d18f16dd5,,1.0,
f000950527a6feb6582445c5f47f3de20c5c9399f5368ccb,,7.0,
f000950527a6feb645ffbc794f6bdce87db14104c7bbb2e3,,2.0,8.0
f000950527a6feb625ff82147b39cfd73838f04b40dbc7d1,,2.0,
e9f7b28ec10e04707381146e3e09e3073ea4776bbf36cd35,64.0,,
f000950527a6feb6924d49a5d44541f0577a56f3538f7129,,2.0,
f000950527a6feb69c0a17e358f8e89c53ec16c470e8859d,99.0,,
f000950527a6feb644a9c3e61edf30f8a5f06c612fb72937,,,6.0
216bd2aaf4d07924865103cfd9c366ff01729f18f845dd14,,2.0,
f000950527a6feb6050fac13957445c8071f0de6b1a1f97d,1.0,1.0,
f000950527a6feb6b29f804c3695ea4c3979eae21016fe45,2.0,,
d8071a739aa75a3b9b9fd518be82a2617a3c309627868159,,1.0,
f000950527a6feb69152fa255f60bcc4b8b41bc7d314e503,3.0,,
e9f7b28ec10e0470aa323e84bebc530d1104dc3d1efb169f,11.0,5.0,
d8071a739aa75a3bf721c960e408479a57b2e07bf4429d66,,3.0,
f000950527a6feb6cbbc8b9a6e1cb85233d59da3f95b60f8,,7.0,
f000950527a6feb684f8438d0737fee8ba1a0d9eb996c986,3.0,,
82750f1b9d122350fa4c9559e172c5387aaa99be98a54865,,1.0,
f000950527a6feb6e47581a6362d386fcea2d89c7a3974b6,1.0,,
59b38c56de383683e030b6391c58f6f4f37c8fa8a447bea6,,1.0,
216bd2aaf4d079248f089aa4de209ba9705fc83618a3ad1d,,22.0,
d8071a739aa75a3b2de2926af9202ab8c8be00c1e18cdd40,,1.0,
f000950527a6feb6924f9fb13ed952e25425bfc7c0d952de,6.0,,2.0
d8071a739aa75a3b010ae3d91ddbee191480414c15b32053,,4.0,
f000950527a6feb6b0fb3dbf039a5f11982db3042ad2c8b8,1.0,,
f000950527a6feb6da971f3ebc2f7d38cbdef0969d38ceb4,1.0,117.0,40.0
216bd2aaf4d079240db3e8d311793c409e1744134cc6396a,,1.0,
d8071a739aa75a3b41e90ad788a3436465e3041db46d8c3f,,3.0,
82750f1b9d1223500e73adfdfa4b81afd3f137086df01d06,,,186.0
f000950527a6feb6b3cf5ab5cc4966fd02d2999c21a63453,,1.0,
f000950527a6feb69e631608e4f6797a88f6a8b8e1d44539,,3.0,120.0
f000950527a6feb6a36cc5361635ec13b1130d2a5a5cca2c,,,34.0
f000950527a6feb64e446c5d02819e4520c1823c05b36e37,7.0,,
47645761dc56bb8c6257ea820a2ba97d11f403e6dbaf019b,,1.0,
f000950527a6feb684a4a1834bc09a886b678fc0ef24180b,45.0,,
59b38c56de383683496e3c05a3a1739ca58fc97becdfe59f,1.0,,
82750f1b9d122350efd5967bdf40882c97dbd49b1215b838,,1.0,
f000950527a6feb645416d4f272dc02c3cf927f2a4510271,,,44.0
82750f1b9d12235018c579872b544345dbc32a9096a49c6f,,,57.0
f000950527a6feb667e70f76f76f712b90729ec3dcde8cc7,24.0,,
f000950527a6feb63be42c1c1e53c77713f702e9bad16317,,,47.0
f000950527a6feb63caf6cbe19d99ce3b9e044dd01e76fff,5.0,,
f000950527a6feb635af79918e98c498754a8c5338a9dc26,1.0,,
f000950527a6feb6cc9ed72d6f9a5d80f6429ebfd376da8a,3.0,,
f000950527a6feb69bf199d7b3eb3d8a994a35fa0d6c3806,2.0,,
f000950527a6feb613e46c498621b88852a1390ea035abf2,277.0,,
59b38c56de3836838537a0ff633fc8f969564a170078ce13,2.0,,
f000950527a6feb618654b5a2d5143f2b41705f89e457953,2.0,,
d8071a739aa75a3b729752160f35548ca5756fc45b4e187b,2.0,1.0,217.0
f000950527a6feb6a1def3df88e9d0a575dc289ade52d993,,2.0,
f000950527a6feb6834d5f1f47c9a1e271413e8645d2309d,,4.0,
d8071a739aa75a3bec41271fce7e56a83b13baf4c5d5f7ca,,1.0,
f000950527a6feb609d633eecc68c5ba42ac202ed9fa1e68,,7.0,
f000950527a6feb6a336dda8a722c2608d1c22f2ec28eba4,180.0,,
82750f1b9d1223504ef8398f02d65258aee8b6c5483a35d5,,1.0,
f000950527a6feb656feb125ba02723d475ad7080a3fa42c,11.0,,
d8071a739aa75a3be4a988aa7d71e6f6001eb554a0e063d1,,1.0,
f000950527a6feb6d8c47c0c524926e07caf0b287af9966d,,4.0,
82750f1b9d1223507c6b8a40049ac4a32e53f38dda2d61c2,16.0,,
f000950527a6feb6c6bbe31490a64744e7686eba34c0bf20,1.0,,
216bd2aaf4d07924826de62a20adfd7c5d94142c5dca1e26,,2.0,
e9f7b28ec10e047010d3a97f5d405e886c438b3b5feb01e7,7.0,,
47e3664e12f3ce747d04eb085d34fa277b5c8824be80cf09,,1.0,
f000950527a6feb617e11b5c29002edf3c76447549fb6f8b,5.0,1.0,2.0
f000950527a6feb61914a917922100e35c0c226eb333bafa,,2.0,
f000950527a6feb689131dca7c2d77ae400067bbf751429a,7.0,,
f000950527a6feb6b8e71a0346c58086b70ba69887926890,2.0,1.0,
f000950527a6feb6ae01bb462df2f9a1efb0b79d80ef063e,3.0,,
f000950527a6feb6a6450a974a092b9ac9557c6195e4bc5e,20.0,11.0,105.0
f000950527a6feb60e26caf373e3ce9ad29143bcc2b19e6d,,5.0,
e9f7b28ec10e04701caaeaad38bde95216152f031873cd58,20.0,,
f000950527a6feb607923bf37e04ffe72ea40f3846ff4e96,,3.0,
f000950527a6feb678301dcaab1ccc1d93fd9901ad029cc9,5.0,105.0,6.0
f000950527a6feb696f8dcbd39e4e2210c05ad6c64de7fbb,7.0,7.0,
f000950527a6feb60424f976b77c46bc9d2e0eee12f67855,1.0,,
f000950527a6feb690aaad4ea578f95737e4d84974335d1c,,1.0,157.0
f000950527a6feb68a5bdbd9825d2a496c024e78b3079f3a,,2.0,
d8071a739aa75a3b83752c5994aab61ee13e02bdf5427bb4,,1.0,
f000950527a6feb64987e81b5690218b84d5276a70fd583e,,1.0,
f000950527a6feb6762c129347fc7a7d3597208b0ebdf9ca,13.0,,
216bd2aaf4d07924e296dec88e12adb315748026891929f3,,2.0,
f000950527a6feb6b0aab47e89518c81f2e450ba041350bb,,5.0,
59b38c56de3836834a0919e87daa8e9ec4035e20b669e11b,,3.0,
f000950527a6feb6fd298ac276f5e10a3efa822fecca3c33,,9.0,
f000950527a6feb63fe9ac469e85c69fdc08507e13b27493,,,1.0
d8071a739aa75a3ba99a596dc0205f927299cb05923e1c47,4.0,,
47645761dc56bb8c9c77bc249441a8cb5f1a176f2d596a5d,1.0,1.0,
e9f7b28ec10e04707926cbe77eb9b12c1ac05b9b7747cd27,,3.0,
f000950527a6feb6a85f40291ad2034cfa791be938c32ffc,32.0,,
f000950527a6feb654eee0ba4611f24595852c16b887cc2b,2.0,2.0,
f000950527a6feb629e80aa75c2cd0eb6b00484c53861bb0,,1.0,
f000950527a6feb6c9d99e7036aa66da37d4b916919827e3,,1.0,
47645761dc56bb8c37eb589a6acefdaa4032a1be0f766602,,1.0,
59b38c56de38368359d6f15bffad22ff47e21b000847ff01,,4.0,
d8071a739aa75a3b665ca3dc61769c38a96c8bdb4f128b98,9.0,,
d8071a739aa75a3bcf8d91501e2fe5e694090265316bdd96,,384.0,
f000950527a6feb68699100c528c8a7c6ec338cb4bc542f7,,6.0,3.0
e9f7b28ec10e0470c5717d6ebc06cd63604681ea4a7e17a4,,,18.0
59b38c56de3836832bad682b4c5f44f11512a55b78cb83ad,,3.0,
e9f7b28ec10e047011d2c9025fa51d9cdf05aa3e43d1f681,,2.0,
f000950527a6feb66b5722020d03e0fa9eb97198b9a6a16b,1.0,,
216bd2aaf4d07924682558ccc1a3dc30d9825bb8f1ca05ad,2.0,,
d8071a739aa75a3b208e3792febbf7ad6a003ed81a86108d,8.0,,
f000950527a6feb6a71b6f60116addb46642595d28e26234,8.0,,
f000950527a6feb6bee5b49642d8d0abef488a18d1a6a7d7,,92.0,
216bd2aaf4d079242649c0a35a03b3bea9fc40a2507c006d,,1.0,
f000950527a6feb63da96e7ab54df7938fffa284eaa8cf7c,2.0,,
d8071a739aa75a3bf35a0c1908e51960f1ab50a425e1e20d,,,17.0
d8071a739aa75a3b54ec211c53e6609a188c05de7b3cb3fe,10.0,,
d8071a739aa75a3b248667ec79bc5c9fce9727480133c3a7,,6.0,
f000950527a6feb69a97c55915b7c44ab5768ae8538ce0d0,2.0,,
d8071a739aa75a3b931c13bf370bb242c4d682f2aac234cc,,1.0,
f000950527a6feb6af99ca0ca71caf4a6d8a11d29d1bd732,,18.0,
